Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú yên nữa chứ,Enjoyment,Surprise
đang thất tình mà dume cứ bắt đi bán xoài @@,Sadness,Disgust
xém lại lên báo vụ bác sĩ bị người nhà bệnh nhân hành hung cho đến chết 😌😌😌😌😌,Disgust,Sadness
tuổi thơ bất hạnh .. học mẫu giáo mà cạnh trường học là 1 bầy ngỗng . sáng nào tao cũng được chạy bộ tập thể dục nhờ bọn nó,Sadness,Anger
cái miệng nói chuyện không có người phụ nữ nào có trời ơi thật là có duyên khiếp quá đi thôi,Enjoyment,Disgust
mẹ tao vừa đọc xong còn tag tên tao vào . bọn mày có cách nào trưa nay không về nhà mà vẫn có tiền ăn cơm không chỉ tao với,Fear,Sadness
"mai tao ăn gà , chụp hình bình luận lại cho mày thèm chơi ??",Enjoyment,Other
ngang trái quá ạ !,Disgust,Other
"lúc nhỏ nấu bằng này không , nấu hơi bị ngon , tạo cơm cháy ăn bao riềng",Enjoyment,Other
"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",Sadness,Other
ôi tao đã tìm được người cùng hành tinh ?,Surprise,Sadness
mày làm anh tao hơi lâu rồi đấy,Disgust,Other
nếu bạn kinh doanh mà tôi đỗ xe trước cửa nhà bạn cả buổi thì đường của ai nhỉ,Disgust,Other
lò vi sóng đó hjhj,Enjoyment,Sadness
"bạn bè nói chuyện cũng chụp post facebook , vui không ?",Disgust,Enjoyment
có gặp cũng đéo dám ngẩng đầu lên nhìn,Sadness,Fear
tao đã bị nó làm cho lầm tưởng rồi . tao thật ngu ngốc - _ -,Sadness,Disgust
mát lồng lộng mày ạ,Enjoyment,Other
ủa rồi chân một khúc như tao nhảy kiểu gì ? 🙂,Other,Surprise
đm lúc tao học đến chương đó nguyên tiết bà cô toàn chia sẻ kinh nghiệm chuyện tới tháng 🙂 đéo thú vị được như vầy :vv,Disgust,Enjoyment
list này không có liệt kê công việc của dân chứng khoán sao ?,Surprise,Other
qua chạy xe nẹt nẹt bốc đầu bố ai dám dô,Fear,Disgust
còn chặt cả cây ổi của hàng xóm để lấy cái chạc làm súng đấy cứ,Enjoyment,Other
"uống hết bia rồi mới về ,😂😂😂",Enjoyment,Other
hình như bồ tao cũng tập gym 😶😶,Other,Enjoyment
thật dume nge yêu thương gì đâu :)) bắn tim bụp bụp,Enjoyment,Disgust
sáng kiến hay đỡ bao nhiều tiền để tiêu hủy,Other,Enjoyment
chạy xe hơn 40 ' chỉ để chạy ngang chỗ crush làm nhìn 1 cái rồi về :) đến giờ vẫn vậy cứ rảnh là chạy vô nhìn cái rồi về :),Enjoyment,Sadness
per tìm ông bán xoài này ngay cho em 😂😂😂,Enjoyment,Other
coi rồi vẫn muốn coi lại 😚😘,Other,Enjoyment
bài này hay quá,Surprise,Enjoyment
per quả lừa con chó ngoài bờ rào,Other,Disgust
húp trọn sàn nhà 😁😁😁,Enjoyment,Fear
ông này nội công thâm hậu nhảy lên gẫy cả cây thế là té đít dầm xuống đất . tại hạ bái phục,Surprise,Enjoyment
quãng cáo cũng được đăng à,Surprise,Other
"tao có 4 cái ăn không tao share bớt cho , cạch mặt đứa bán hàng đi",Disgust,Anger
trả lại tuổi thơ cho tao 😆,Other,Enjoyment
cứ tưởng tao đùa à . hmm,Disgust,Surprise
thương anh bạn kia quá .,Enjoyment,Sadness
người ngoài hành tinh nói tiếng anh ????? nà ní ?????,Surprise,Other
câu chuyện của em làm anh cảm động quá …,Sadness,Enjoyment
t xem phim này cứ thích bà ma nhập vào thôi chứ bình thường yếu đúi nhạt tao không thích,Disgust,Enjoyment
cứu em nó với,Sadness,Other
tiểu học thì sổ đầu bài đâu ra vại mấy bác,Other,Disgust
không ai cho không ai cái gì . đừng nghĩ rằng cho đi sẽ nhận lại được điều tốt đẹp,Disgust,Other
"t sẽ tự an ủi tất cả chỉ là diễn thôi , diễn thôi , đéo thể tin được đâu 😏",Disgust,Sadness
má tự dưng bị đánh vào đầu :(,Anger,Sadness
còn nhiều người khổ hơn mình :)),Other,Sadness
ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣🤣,Other,Sadness
dùng cây sắt rùi làm lại đi . mình mún xem típ :3,Enjoyment,Other
nghe bài này nhớ nyc vãi,Sadness,Enjoyment
mình nghĩ đợt này bà per thua rồi . đuối lý lẫn truyền thông yếu,Sadness,Disgust
chỉ cần nghĩ tới cảnh đó là máu kinh sôi trào như núi lửa 😂😂😂,Anger,Sadness
vừa xung điện tim xong ra ngoài bác sĩ lắc đầu =)) cả nhà tao đưa bác sĩ vô nằm kế tao,Other,Enjoyment
lương cũng sắp về rồi 😉,Enjoyment,Sadness
quan trọng vẫn là cái phải đẹp trai . rồi mới sau đó nữa ... lạ gì các bà,Other,Enjoyment
liên quan à . cr mày đéo thương mày đâu . nó có crush mới rồi . 🙂,Sadness,Disgust
tao sẽ chỉ tự an ủi là đấy chỉ có trong phim truỵên ngôn tình :),Sadness,Other
các bạn đéo biết được đâu vì các bạn đbh gặp thì lsao các bạn biết được mấy con mụ già đi mất dạy như thế nào . đm cậy mình già là muốn đi thế đéo nào cũng được ý . đi sai xong chửi người ta mới vãi chứ dume có ngày đâm vào người ta chết có ngày ở đấy mà già mồm . cứ kêu người ta lớn tuổi hơn phải thế này tno nhưng có lớn mà đéo có học thì cũng đéo là cái gì,Disgust,Anger
nếu người ta sai thì gọi công an xử lý còn không thì bạn không có quyền nhé,Disgust,Other
vậy nên phải lịch sự và thổ con mẹ nó lộ với cả đống người chúc mừng mày thành trò cười thiên hạ,Disgust,Enjoyment
đề nghị admin xóa bài đi ạ . chứ bố mẹ em sắp đi chợ về rồi ạ :(((,Fear,Sadness
ngôn tình đầy rẫy là một cô gái sao em lại bỏ qua bao nhiêu mơ mộng,Enjoyment,Sadness
tao đây chứ còn ai,Other,Sadness
":)) đang ăn mỳ , không có trứng nhạt lắm , có rụnng thì xin vài quả !",Enjoyment,Other
per nhìn đẹp thiệt mày,Enjoyment,Surprise
làm sao mặc áo được ta 😂😂,Surprise,Sadness
mấy ai hiểu được ý nghĩa mà cứ chửi như đúng rồi :)))),Anger,Other
chưa khi mô biết cảm giác đi nhởi trung thu với người yêu như răng,Sadness,Other
không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay 😌,Disgust,Enjoyment
ước gì tôi cũng được kiên trì như anh ấy để dạy con gào mất nết nhà tôi 😪,Sadness,Other
per dume đái trong quần,Fear,Anger
"ngta có câu nhất cự li nhì tốc độ , mày phải ghi xát dô , ghi nhanh nhanh nữa ,...",Other,Enjoyment
điềm báo gì đây,Fear,Surprise
ở free được lun hả 😮,Surprise,Enjoyment
thế mà cô yến bị phạt có 5 triệu :v,Disgust,Enjoyment
😂😂😂 nhìn và đợi chúng nó chia tay,Other,Sadness
rất giỏi,Surprise,Enjoyment
thằng này con nhà cán bộ hay sao mà rớ con nhỏ này mà vẫn chưa đi tù ????,Disgust,Anger
tao nghi chị xác chết với chị bác sĩ pháp y đó yêu nhau quá chúng mày :)),Other,Surprise
ngày xưa đi học văn và toán chắc noa dưới trung bình hết,Disgust,Other
per vẽ ổ điện bá vãi em ạ 😂,Surprise,Enjoyment
lớp xuất hiện thứ âm binh,Disgust,Other
aeon tâm lý thế :)) mày . n vào mua que kem tránh nóng,Enjoyment,Other
động lực của phan con gái,Enjoyment,Other
"rốt cục sao chúng nó mò về tận nhà bạn nhỉ , kinh vãi",Disgust,Fear
bao năm ăn học ở trg mà các vị làm vài vụ như thế nào 1 năm thì lại vui quá . vks ạ,Other,Enjoyment
đứng trụ điện mới lạ chứ,Surprise,Other
chuẩn đét . t nghỉ công ty cũ cũng vì đồng nghiệp 😭😭😭,Sadness,Enjoyment
nửa đêm rồi đứng hò hét vậy mà không bị chửi là sao ta,Disgust,Other
"hai con ma đấu đầu , con mũ đen ăn toàn cứt nên đanh hơn ?",Other,Disgust
đụ thế kia thì có khác nào mua cái bánh mà bị đứa bán hàng nó tạt cho gáo nước lạnh đâu 🙄,Disgust,Anger
phim ấn độ duy nhất tao xem mà không cảm thấy vật lý logic quá khó hiểu dù thật ra trong phim này nhiều kiến thức hại não thật ; )),Enjoyment,Disgust
"tao thì trông nó truyền điện chết mẹ đi , loại này sống nguy hiểm cho xã hội",Disgust,Fear
không muốn yêu ai cả,Fear,Sadness
con ngu dù bố mẹ có là người như thế nào đi chăng nữa thì cũng là người đẻ ra mày nuôi chúng mày lớn khôn lớn lên không báo hiếu được gì lại còn sủa bậy,Anger,Disgust
"hút điếu cần xong nhìn nó ăn mà muốn phá cái tủ lạnh vô dụng của nhà mình quá , đéo đủ sức đựng thịt bò toàn rau .",Sadness,Disgust
"đi hát văn nghệ cho trường nguyên cấp 1 , kiếm được kha khá . cấp 2 vỡ giọng , khỏi hát 🤣",Enjoyment,Disgust
"khi bạn cố gắng kéo lại với người ta và họ chụp màn hình gửi cho mọi người , còn đem đi kể nữa chứ",Disgust,Other
"tui thi ́ ch va ̉ i lă ́ mày ma ̀ ăn nhỉ ̀ u no ́ người lă ́ mày mọi người anh ̣ , bi ̣ lơ ̉ miê ̣ người",Sadness,Disgust
dume đọc bình luận bực giùm chủ thớt :))),Anger,Disgust
thua cả người ta 😞,Sadness,Disgust
bọn trẻ trung quốc thời nay ăn gì mà cao thế nhỉ,Surprise,Disgust
chờ mãi đéo thấy làm gì chán,Anger,Sadness
tao có hiểu đéo gì đau,Sadness,Disgust
k bă ̀ người 1 con cho ́ anh =))))),Disgust,Other
con đường này chắc dành cho mấy người như tôi,Enjoyment,Other
đôi mắt đằm thắm vãi,Surprise,Enjoyment
sao mày không nghĩ lại thêm 1 thừng bị noá xẻ thịt 🤪🤪🤪,Other,Disgust
nấu có cháy mới ngon :)) còn nước cơm hoà với đường thì toẹt vời,Enjoyment,Other
phí cái lol mày á,Anger,Disgust
đồng nghiệp của tôi là ai 😑,Disgust,Other
"per nghe đồn mày yêu mèo , mà sao mày không đáng yêu :))",Disgust,Other
"tình đến , rồi tình cũng điii 🙂🙂🙂",Sadness,Enjoyment
không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y như là mất tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭,Enjoyment,Fear
a ấy nói đúng vầy vừa nta dọn cũng khổ nta chứ . phục vụ xog lại phải dọn nữa,Other,Disgust
cậu bạn mẫu giáo năm ấy chép bài cho tao để tao khỏi bị thẻ tay giờ đang nơi đâu ???,Sadness,Other
phải giăt ba tay luôn hả,Surprise,Other
tự nhiên mình lại không muốn làm single mum nữa -.-,Sadness,Other
"vãi cả phí , có ... 81 tỷ hoy 😓",Sadness,Enjoyment
nhìn phiêu thật chắc nhẹ mất mấy cân một bên tai 😂😂😂,Other,Sadness
môi trường tù chưa cho nó cái nó cần rồi,Other,Disgust
có tiền mua cả cây nhỉ,Surprise,Other
cô ấy bảo : đời như lol 🙂,Disgust,Sadness
chưa chia tay nữa mà còn khó đây,Other,Sadness
ko 1 từ nào để diễn tả bộ phim này ...,Enjoyment,Sadness
bị tát lần đầu có thể sẽ hơi sốc một chút nhưng bị nhiều lần rồi sẽ quen ngay ấy mà 😂,Enjoyment,Sadness
những cử chỉ đẹp làm từ thiện cho người nghèo hay thiếu đến lấy thừa đi đến cho,Enjoyment,Other
trẻ con bao giờ ga lăng sớm thế nhỉ ?! hồi mình bằng bọn này đuổi đánh nhau hỡi chết :))))),Surprise,Other
ê tao đi nhật chưa được 1 năm mà xem video này làm tao loạn ngôn ngữ ghê . thỉnh thoảng phải dừng video ngẫm câu nó nói nghĩa gì,Fear,Disgust
per lần sau hãy hưởng ứng câu chuyện của tao như này này,Other,Enjoyment
lỗi tại thằng bán hàng,Other,Disgust
tội còn nặng hơn cả khẩu nghiệp nữa 😌😌😌,Disgust,Fear
an toàn cho mình chứ cho ai đâu mà cứ thích kiểu trốn tránh ấy nhỉ ..,Other,Disgust
"cảm ơn cha mẹ đã cho mình hình hài này , xin được khôn ngoan để đừng làm đau người khác",Enjoyment,Sadness
"đập chết mẹ nó đi , nó làm người ta nhồi máu cơ tim có khác nào giết người gián tiếp mà ở mỹ gọi là giết người cấp độ 2 đấy",Disgust,Anger
mèo nhà em thì cho tiền cũng không ra khỏi cửa,Other,Disgust
"per trừ điểm , trừ điểm",Sadness,Disgust
chờ tý tao đi thay bỉm xíu tao quay lại .,Fear,Other
"chắc tại từ nhỏ tới lớn mình "" man "" quá nên không gặp được gã nào ga lăng dư này :(",Sadness,Disgust
bắt được đứa nào rải đinh cho nó đi tù . coi thường tính mạng người khác,Disgust,Anger
hồi lúc nhà tao nuôi mấy con ngỗng . mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn . thứ ngu như bò 😤😤,Anger,Disgust
quen với quên rồi thì hết đau thôi mà,Sadness,Other
khi mày tắt điện thoại một buổi sáng và tao nhảy tưng tưng lên :),Other,Enjoyment
"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải quyết sau khi ăn cơm xong ,",Sadness,Fear
ai cho xin bài nhạc helo đi :)),Other,Enjoyment
sẽ gây sự chú ý . cố tình xuất hiện trước mặt nhưng giả vờ như không quan tâm 😚,Other,Disgust
anh có tin em giận lại anh không ?,Enjoyment,Other
các cô không chịu mở lòng thì sao chúng tôi lấy được ????? hả các cô gái,Disgust,Other
bị rồi nè :))) mua 6 ly rớt hết 4 ly,Other,Sadness
"trông mấy anh bên người ta vẫn men nhỉ , bên mình bạn nam dưới nhìn hơi íu đúi .",Disgust,Enjoyment
per thể loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét rạp,Fear,Sadness
đoạn phim thôi mà ý nghĩa thế,Surprise,Enjoyment
còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện thoại,Anger,Disgust
nó còn kể với bạn nó .. bạn nó cũng là bạn mình,Disgust,Other
lỗi là do phụ huynh . nên đừng gây áp lực cho mấy em trẻ,Disgust,Other
per phá gia chi tử chính nó ????,Anger,Other
cai lo xô tôi đang xài mỗi ngày,Other,Sadness
vẫn ế bền vững,Sadness,Enjoyment
sao mình lại không xem được vậy admin 😭,Sadness,Surprise
gia đình có nhưng tình yêu không thì sao,Sadness,Other
"ra chỗ sóng không táp vào mà ghi , xem mà ức chế vãi :))",Anger,Disgust
con gái hiện giờ .. nấu kiểu này thì thôi xong ... cháy luôn cả nhà 😂,Other,Sadness
dài quá vướn víu,Other,Sadness
"băng băng cái lol , chưa đóng vào mặt nhau là may rồi",Anger,Other
sớm muộn củng chết đuối à ;))),Other,Sadness
lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười,Sadness,Enjoyment
không đấm vào mặt là may rồi :)),Disgust,Enjoyment
ổng đang chán ai tán yêuc luôn 😂😂,Enjoyment,Sadness
đây là lần cuối cùng các bạn nhìn thấy anh ấy :d,Sadness,Other
ô ông này vẫn còn làm video à :v,Surprise,Other
đai giảm tốc độ kiểu ấy mà gặp mấy bà đang đau đẻ là xác định đẻ trên xe hay ở nhà đi rồi hẳn đem lên bệnh viện 😂😂😂,Disgust,Other
lợi ích của việc không nghe lời vợ ??,Other,Disgust
cái thứ gì đâu không 😈,Disgust,Other
mấy vụ giết người chặt xác gần đây ở việt nam toàn là người hiền lành 🤔🤔🤔,Other,Enjoyment
"bạn bè thì nó hỏi han , hay nhắn tin thôi .. hồi trước hay ảo tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 🤣",Other,Disgust
"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",Fear,Other
bài lồn đó nghe hãm vãi đéo hiểu sao lại thích,Disgust,Anger
"đéo kiếm ra tiền , nấu có 3 bữa cơm với đưa đón con đi học mà còn không xong , chắc để mẹ già làm hộ hay để chồng nó đi kiếm tiền về rồi nó hầu cho",Disgust,Anger
nên là có sắp chết tao cũng đéo kể cho ai nghe :))),Other,Fear
"em cũng như con chó thôi , nếu anh đủ kiên nhẫn thì mọi chuyện đã khác rồi 😪",Sadness,Other
mẹ còn không trị được thì ai trị 😌,Other,Sadness
thông minh mấy yêu vào cũng ngu,Other,Disgust
chỉ thấy mất dạy,Disgust,Anger
tao cũng có ghệ và tao cũng dị ứng mấy trường hợp mắc mệt giống vậy,Disgust,Other
rụng tim 😭,Sadness,Fear
tiền bồi thường lấy ở đâu ? cứ làm bừa làm ẩu rồi lấy tiền của dân mà đền đề nghị sửa lại nếu ai làm sai thì bỏ tiền túi ra mà đền,Disgust,Other
"chuẩn . tao mà chơi hoặc làm việc cùng bọn con gái tính công chúa một thời gian thì tao ngày nào cũng sờ troét , sau đó bị trầm cảm .",Fear,Enjoyment
nó mà là đặc vụ thật thì lại ngớ người 😂,Other,Disgust
nếu diễn viên chính trẻ hơn đẹp hơn đang yêuc hơn thì mình sẽ xem haizz,Other,Sadness
mệt như chó :3 nhưng mà hoan hỉ đầu năm đi xin lộc :v,Enjoyment,Sadness
per sự thích thể hiện của các bạn mà bóng đá per tốn một món tiền không nhỏ ! 😩🙏🤕,Sadness,Enjoyment
đúng là mỹ nhanh gọn dứt khoát,Enjoyment,Other
"per nếu có khi nào thấy bản thân vô dụng hay là thất bại , thì hãy nhớ có những người chế tạo ra mấy cái của nợ này . =))",Enjoyment,Disgust
bà này khác gì lũ đa cấp đi lừa đảo đâu sao không cho vô tù,Anger,Disgust
chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=)))))),Disgust,Enjoyment
huhu lần trước đi chụp răng . thằng kĩ thuật viện cho bạn vào cái máy to đùng xong nó bảo ngồi im . nó bật máy xong chạy ra ngoài đóng cửa với tốc độ ánh sáng .,Sadness,Other
nghe nói dạo này bạn dưỡng da để kiếm người yêu per,Enjoyment,Other
đọc có chỗ vô lí vãi,Other,Disgust
đôi khi đi tù chỉ để thoả mãi thú vui,Enjoyment,Other
mạng lag chưa xem được nhưng vẫn vào bình luận 😍😍,Other,Sadness
thả mẹ tay ra :vậy đằng nào em kia cũng không sống nổi 😅,Other,Sadness
trên quê tôi . trc nói trong vòng 6 đến 7 năm sẽ cho hưởng cổ tức . vậy mà đến giờ đã hơn 10 năm vẫn chưa được hưởng 1 xu nào . cao su trồng thì chết lên chết xuống . giờ cũng chưa thấy cạo mủ . mất bao nhiêu đất rừng của dân . hôm nào mời vtv24 làm 1 chuyến lên quê tôi . sẽ biết thế nào ?,Anger,Sadness
"cổ nhân có câu : thương cho roi , cho vọt - ghét cho ngọt cho bùi . muốn con trở thành người tốt , nhưng gv nghiêm khắc thì lại phản đối . thật không thể hiểu nổi .",Anger,Disgust
"chúng mày nhìn , tao nuốt cũng không xuống nổi , ông địa",Fear,Sadness
má thằng phi đen có gấu ngon phết ... vậy mà nó nở lòng bỏ con ta chạy trước ... tao đéo bít bao công mà lấy bạch tuyến đẻ ra cái gióng gì nửa ...,Disgust,Anger
giống chuyện của chúng mình quá . chả biết sẽ cùng anh đi bao xa ... nhưng hạnh phúc khi có anh luôn bên cạnh ??,Enjoyment,Sadness
có loại này tồn tại ở đây à,Disgust,Other
sao giống phim good doctor của hàn vậy ?? cũng bệnh tự kỉ và có khả năng nhìn được 3d !,Enjoyment,Surprise
đứa nào tin là đơn giản thế ra đây tao tát cho vài cái cho tỉnh :),Anger,Other
"hỏi thì hỏi cho khôn , hỏi mà như vả thẳng vào mặt người ta :))",Anger,Disgust
